,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
751,ts11151,Fate/Zero,SHOW,"War of the Holy Grail - Pursuing the power of the ""Holy Grail"" which grants a miracle, this is a contest in which seven magi summon seven Heroic Spirits to compete for it. In that battle whose conclusion was postponed three times, now, the fourth war commenced again. Entrusting their dearest wish of victory, the magi joined the battleground called ""Fuyuki"", but amongst them, there was a man who was always alone, and could not find out the meaning behind his fights. His name was Kotomine Kirei. Not comprehending the guidance of fate, Kirei was lost, and had kept questioning. Why someone like his was given the Command Seals. However, the fate of his fights crossed Kirei's path with a nemesis by chance. That person is - Emiya Kiritsugu. A man who was sterner than anyone else, more merciless than anyone else, and who sought the miracle of the Holy Grail. ",2011,TV-MA,25,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'thriller']",['JP'],2.0,tt2051178,8.2,12568.0,40.567,8.1
753,ts9246,Blue Exorcist,SHOW,"Humans live in the world of Assiah, demons in Gehenna. The two dimensions are not meant to interfere with each other, but demons still possess creatures in Assiah in spite of this. The humans who can fight these demons are known as exorcists. Rin Okumura is a boy who bears the curse of being Satan's illegitimate son. His foster father sacrificed himself to save him from demons. To avenge his foster father's death as well as to prove himself, Rin decides to follow the path of an exorcist and defeat his own father, Satan. To hone his raw skills, Rin enters True Cross Academy to train with other exorcist candidates.",2011,TV-14,24,"['scifi', 'horror', 'family', 'animation', 'action', 'drama', 'fantasy']",['JP'],2.0,tt1799631,7.5,12741.0,44.755,8.1
754,ts20648,X-Men,SHOW,"X-Men, still grieving over the death of Phoenix (Jean Grey), are investigating a case of a missing mutant girl in Northern Japan. This leads them to a mysterious virus that turns mutants into monsters. U-Men and the Inner Circle want it.",2011,TV-14,23,['scifi'],['JP'],1.0,,,,19.375,7.4
755,ts19779,Barbie: Life in the Dreamhouse,SHOW,"The series is set as a reality TV-esque show following Barbie, her sisters and her friends in the day-to-day activities that take place in the Dreamhouse and surrounding areas. Much of the humor in the show derives from parodying and lampooning both the traditional reality TV format and the Barbie franchise itself.",2012,TV-Y,6,"['animation', 'comedy', 'family']",['US'],7.0,tt2644032,7.3,1806.0,18.766,7.4
756,tm175346,Mean Girls 2,MOVIE,"After a clique of girls makes life difficult, a new student forms a rival group to take control of the school's corridors.",2011,PG-13,96,['comedy'],['US'],,tt1679235,4.1,23287.0,39.834,5.3
757,tm160371,A Very Harold & Kumar Christmas,MOVIE,"Six years have elapsed since Guantanamo Bay, leaving Harold and Kumar estranged from one another with very different families, friends and lives. But when Kumar arrives on Harold's doorstep during the holiday season with a mysterious package in hand, he inadvertently burns down Harold's father-in-law's beloved Christmas tree. To fix the problem, Harold and Kumar embark on a mission through New York City to find the perfect Christmas tree, once again stumbling into trouble at every single turn.",2011,R,108,"['comedy', 'fantasy', 'romance']",['US'],,tt1268799,6.2,69241.0,16.887,6.0
758,ts7708,anohana: The Flower We Saw That Day,SHOW,"When Yadomi Jinta was a child, he was a central piece in a group of close friends. In time, however, these childhood friends drifted apart, and when they became high school students, they had long ceased to think of each other as friends.

One of the friends from that group, Honma Meiko, now has a wish she asks Jinta to fulfil. The problem is, she can't remember what her wish is anymore. As Meiko won't cease to bother Jinta about it, he gives in and decides to try to grant this wish he knows nothing of; for that, however, the help of his other former friends, now all very estranged from himself and from each other, may turn out to be necessary. He hasn't spoken to Anjou Naruko, Matsuyuki Atsumu, Tsurumi Chiriko, or Hisakawa Tetsudou in a long time; as he struggles to grant Meiko's wish and gathers his old friends together in the process, all the old feelings that still exist between them and have long been stashed away are bound to come up again.",2011,TV-PG,23,"['drama', 'fantasy', 'romance', 'animation']",['JP'],1.0,tt1913273,8.2,12682.0,27.728,8.6
759,ts27586,Magi,SHOW,"This story is about the flow of fate and the battle to keep the world on the right path. Aladdin is a boy who has set out to explore the world after being trapped in a room for most of his life. His best friend is a flute with a djinn in it named Ugo. Soon enough, Aladdin discovers he is a Magi, a magician who chooses kings, and he was born to choose kings who will follow the righteous path, battling against those who want to destroy fate. Follow his adventures as he meets others from 1001 Arabian Nights, like Ali Baba and Sinbad, and fights to keep the balance of world in check!",2012,TV-14,24,"['scifi', 'action', 'comedy', 'animation', 'fantasy']",['JP'],3.0,tt2425098,7.8,3899.0,20.767,8.6
760,ts18551,Cuckoo,SHOW,"Cuckoo is every parent's worst nightmare - a slacker full of outlandish, New Age ideas. Ken is the over-protective father of a girl who's impulsively married an American hippie on her gap year.",2012,TV-14,27,"['comedy', 'drama', 'european']",['GB'],5.0,tt2329333,5.9,20.0,19.717,6.8
761,ts76614,Thermae Romae,SHOW,"The story is a comedy about Lucius, an architect of public bath houses in ancient Rome, who time-travels to various modern-day baths in Japan. The author explores the two cultures in the world ""that have loved baths the most: the Japanese and the Romans.""",2012,,27,['animation'],['JP'],6.0,tt2230761,6.1,108.0,3.3310000000000004,6.0
764,ts22249,Kuroko's Basketball,SHOW,"In the story, Kagami Taiga has just enrolled into Seirin High School when he meets Kuroko Tetsuya of the school's basketball team. Kuroko happens to be the shadowy sixth member of the legendary Generation of Miracles basketball team. Together, Kagami and Kuroko aim to take their team to the inter-high school championship - against Kuroko's former teammates.",2012,TV-14,24,"['animation', 'comedy', 'sport']",['JP'],3.0,tt2348803,8.3,8052.0,51.824,8.7
765,tm165995,New Year's Eve,MOVIE,The lives of several couples and singles in New York intertwine over the course of New Year's Eve.,2011,PG-13,113,"['comedy', 'romance', 'documentation']",['US'],,tt1598822,5.6,85658.0,24.531,5.9
766,tm168921,The Smurfs,MOVIE,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",2011,PG,103,"['fantasy', 'comedy', 'family', 'animation']",['US'],,tt0472181,5.4,89316.0,40.268,5.8
767,tm178323,Jack and Jill,MOVIE,"Jack Sadelstein, a successful advertising executive in Los Angeles with a beautiful wife and kids, dreads one event each year: the Thanksgiving visit of his twin sister Jill. Jill's neediness and passive-aggressiveness is maddening to Jack, turning his normally tranquil life upside down.",2011,PG,91,"['comedy', 'horror']",['US'],,tt0810913,3.3,83727.0,43.997,4.3
768,tm106278,Everything Must Go,MOVIE,"When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.",2011,R,97,"['comedy', 'drama']",['US'],,tt1531663,6.4,50431.0,7.287000000000001,6.1
770,tm72845,John Mulaney: New in Town,MOVIE,"Stand-up comedian John Mulaney tackles such red-hot topics as quicksand, Motown singers and an elderly man he once met in a bathroom.",2012,,58,"['comedy', 'documentation']",['US'],,tt2246779,8.2,6608.0,5.184,8.1
771,ts34921,Wolverine,SHOW,"Wolverine is a mutant, possessing animal-keen senses, enhanced physical capabilities, three retracting bone claws on each hand and a healing factor that allows him to recover from virtually any wound, disease or toxin at a accelerated rate.",2011,TV-14,24,"['action', 'scifi', 'animation']",['JP'],1.0,tt1847521,6.2,1458.0,11.084000000000001,6.5
772,tm59590,One Piece Film: Z,MOVIE,"Zephyr, now known as Z, rides the seas with only one goal: Destroy all pirates and their dreams at becoming King of Pirates. When Luffy and his crew encounter him at sea, not only are they utterly defeated by the man with an arm made of Seastone, Nami, Robin, and Chopper are turned 10 years younger due to Z's minion Ain. Luffy is so determined to win against him that he does not even notice Z's master plan that could sacrifice thousands of lives.",2012,PG-13,108,"['action', 'animation', 'fantasy']",['JP'],,tt2375379,7.8,7002.0,38.397,7.5
773,ts35426,LEGO City,SHOW,The robbers escape from their cells and are up to no good – their adventures are funny and entertaining. The city police are put to the test. Will our heroes catch the robber? See the Lego City characters and the trusted city police dog come together to help put them back behind bars.,2011,TV-G,4,"['animation', 'european']",['GB'],3.0,tt7530250,5.0,37.0,3.2680000000000002,5.8
775,ts27835,MeatEater,SHOW,"Hunter, author, cook and conservationist Steven Rinella treks into the world's most remote, beautiful regions, bringing game meat from field to table.",2012,TV-14,22,['documentation'],['US'],10.0,tt2169245,7.5,1462.0,7.08,9.0
776,tm182586,Silenced,MOVIE,"Based on actual events that took place at Gwangju Inhwa School for the hearing-impaired, where young deaf students were the victims of repeated sexual assaults by faculty members over a period of five years in the early 2000s.",2011,,125,['drama'],['KR'],,tt2070649,8.0,15889.0,15.56,8.1
777,tm39313,A Perfect Ending,MOVIE,"This intimate drama follows Rebecca, a woman who has kept her sexuality a secret from her friends but chooses to reveal it to a stranger. While Rebecca's revelations may not yield the results she expects, a perfect ending is still in reach.",2012,,110,"['drama', 'romance']",['US'],,tt1823059,5.7,4308.0,14.915,6.3
779,ts55532,LEGO Friends,SHOW,Five Best Friends Go on Many Fun Lego adventures.,2012,TV-Y,16,"['animation', 'european']",['US'],5.0,tt9148446,7.6,16.0,4.053999999999999,5.0
780,tm69386,Quartet,MOVIE,"The directorial debut of Dustin Hoffman, Quartet is a high-drama comedy about temperamental divas and old grudges, passion and pride, romance and Rigoletto. At a home for retired musicians, the annual concert to celebrate Verdi's birthday is disrupted by the arrival of Jean, an eternal diva and former wife of one of the residents. Expect poignancy and plenty of laughs.",2012,PG-13,98,"['romance', 'comedy', 'drama', 'music']",['GB'],,tt1441951,6.8,20194.0,7.473,6.5
781,tm38064,Berserk: The Golden Age Arc II - The Battle for Doldrey,MOVIE,"The Band of the Hawk participates in the Midland war campaign. On the bloody battlefield, they conquer decisive victories that lead them to Doldrey, an old fortress that will decide the outcome of the war.",2012,R,80,"['fantasy', 'drama', 'horror', 'animation', 'action']",['JP'],,tt2358911,7.7,10257.0,13.833,7.4
784,tm28171,Bill Burr: You People Are All The Same,MOVIE,"Taking the stage in Washington, D.C., funnyman Bill Burr brings his stinging brand of humor to the spotlight, uncorking a profanity-laced, incisive routine that pokes fun at plastic surgery, reality TV, gold diggers and more.",2012,R,68,['comedy'],['US'],,tt2290153,8.2,7370.0,7.25,7.5
785,tm161904,Bully,MOVIE,"This year, over 5 million American kids will be bullied at school, online, on the bus, at home, through their cell phones and on the streets of their towns, making it the most common form of violence young people in this country experience. The Bully Project is the first feature documentary film to show how we've all been affected by bullying, whether we've been victims, perpetrators or stood silent witness. The world we inhabit as adults begins on the playground. The Bully Project opens on the first day of school. For the more than 5 million kids who'll be bullied this year in the United States, it's a day filled with more anxiety and foreboding than excitement. As the sun rises and school busses across the country overflow with backpacks, brass instruments and the rambunctious sounds of raging hormones, this is a ride into the unknown.",2011,PG-13,92,"['drama', 'documentation']",['US'],,tt1682181,7.4,10266.0,8.112,7.2
